item_id,translator,back_en,seconds
US-00393,gpt-oss:120b,"A 60-year-old male came in to the doctor to be evaluated for nausea over the past week. He has also experienced a few episodes of anemic vomiting during this period. He was diagnosed with stage II Hodgkin lymphoma last month and began treatment with adriamycin, bleomycin, vinblastine, and dacarbazine. Its temperature is 37 ° C (98.6 ° F), pulse 95 / min, blood pressure 105/70 mm Hg. Physical examination reveals swelling in the cerebral lymph nodes. The liver is palpable 1 to 2 cm below the rib cage on the right body, and the spleen is palpable 2 to 3 cm below the rib cage on the left body. The rest of the test does not show any abnormalities. The patient is started on the appropriate medication. Two weeks later he felt a headache and said that the last defecation was 4 days ago. Which of the following drugs has most likely been administered to him?
A. The M2 Antagonists
B. Cannabinoid receptor agonists
C. NK1 antagonists
D. H1 antagonists
E. GABAA agonists
F. The D2 Antagonists
G. 5-HT3 antagonists",1.29
US-00394,gpt-oss:120b,"A 52-year-old obese male was brought to the emergency department 30 minutes after a high-speed car crash. He was an untrained driver. He is in a lethargic state when he arrives. He has a pulse of 112 / min, respiratory rate of 10 / min, and irregular, blood pressure 94/60 mmHg. Pulse oximetry in room air shows an oxygen saturation of 91%. The pupil of the eye is flat and responds slowly to light. He withdrew the limbs to the pain. There are multiple injuries on the face, chest, and abdomen. There is decreased breathing at the base of the left lung. Two large-diameter peripheral vein catheters are inserted and a 0.9% saline infusion is initiated. Rapid sequence intubation is initiated and attempts to implant the endotracheal tube fail. Bags and masks continue ventilation. Pulse oximetry shows an oxygen saturation of 84 percent. The patient has no advance directives and family members have not yet arrived. Which of the following is the best next step in the management of this patient?
A. Video laryngoscopy
B. It's only comfort
C. Tracheostomy
D. Nasotracheal intubation
E. Cricothyrotomy",1.16
US-00395,gpt-oss:120b,"A 57-year-old male came to the emergency department with abdominal pain and bloody urine from the night before. Over the past two days, he has been experiencing increasing fatigue, muscle pain, and an itchy rash all over his body. He has a history of gastroesophageal reflux that did not respond to ranitidine but has improved since taking pantoprazole two months ago. He sometimes takes acetaminophen for back pain. His vital signs are within normal limits. Examination reveals a widespread maculopapular rash all over the body. The rest of the tests show no abnormalities. Laboratory results: hemoglobin 13 g / dL, white blood cell count 7,800 / mm3, serum Na + 140 mEq / L, Cl-105 mEq / L, K + 4.6 mEq / L, HCO3-25 mEq / L, glucose 102 mg / dL, creatinine 4.1 mg / dL. Kidney ultrasound shows no abnormalities. Which of the following will most likely be observed in this patient?
A. Increased levels of eosinophils in the urine
B. Dermal IgA deposits on skin biopsy
C. Positive results of nitrite in dipstick test
D. Papillary calcification on CT imaging
E. Urine crystals in Brightfield microscopy
F. Mesangial IgA deposits on kidney biopsy
G. Moon-shaped extracapillary cell proliferation",2.41
US-00396,gpt-oss:120b,"The patient, a 66-year-old white male, complained of 10 days of fatigue and swelling in his lower legs. He has lost 3.6 kg (8 lb) in the last 6 months. He has chronic bronchitis and uses albuterol inhalers when necessary. He smoked a pack of cigarettes every day for 44 years and consumed an alcoholic beverage daily. Temperature 37 ° C (98.6 ° F), pulse 88 / min, blood pressure 120/75 mm Hg. He looks thin. Examination shows 2 + pretibial edema on both sides. There are no abnormalities of cardiophus. The results of the laboratory: Hemoglobin 11.2 g / dL Leukocyte count of 8500 / mm3 Platelet count 130,000 / mm3 Serum Urea nitrogen 23 mg / dL Glucose 77 mg / dL Creatinine 1.6 mg / dL Albumin 1.8 mg / dL Total cholesterol 475 mg / dL Urine Blood Negative Glucose negative Protein 4 + WBC 0 - 1 / hpf A lot of Fatty Casts Chest X-rays show the density of the right upper lobe. Chest CT scan shows 2. 5 x 3. 5 x 2 cm right upper lobe mass. Which of the following is the most likely diagnosis?
A. Focal segmental glomerulosclerosis
B. IgA Nephropathy
C. Membranoproliferative glomerulonephritis
D. Granulomatosis with polyangiitis
E. Membranous nephropathy
F. Rapid progressive glomerulonephritis
G. Thin basal membrane disease",1.86
US-00397,gpt-oss:120b,"An 89-year-old woman has been brought to the emergency department with her husband for diarrhea and weakness, which has been going on for four days. He has 2 to 3 loose stools every day and has vomited three times. He is complaining of headache and blurred vision. He has just returned from a cruise trip to the Bahamas three weeks ago. He has congestive heart failure, atrial fibrillation, age-related macular degeneration, type 2 diabetes mellitus, and chronic renal failure. Current medications include warfarin, metoprolol, insulin, digoxin, ramipril, and spironolactone. It has a temperature of 36.7 ° C (98 ° F), a pulse of 61 / min, and a blood pressure 108/74 mm Hg. The abdomen is soft and there is widespread mild pain to the touch. The results of the laboratory: Hemoglobin 12.9 g / dL Leukocyte count of 7200 / mm3 Platelet count 230,000 / mm3 Serum Na + 137 mEq / L K + 5.2 mEq / L Glucose 141 mg / dL Creatinine 1.3 mg / dL Which of the following is the best next management step?
A. Provide intravenous Ringer lactate
B. Perform hemodialysis
C. Get a CT scan of the abdomen
D. Check for C. difficile toxin
E. Measure the concentration of serum drugs
F. Calculate plasma osmolarity
G. Give oral activated charcoal
H. Send ova and parasite tests to the stool",2.1
US-00398,gpt-oss:120b,"A 33-year-old woman has been seeing a doctor for a week-long episode of headache every four weeks over the past year. During this time she experienced lower abdominal pain and breast tenderness. During this time, he is often annoyed. Her menstrual cycle is 28 days, with moderate bleeding. The last menstrual period was three weeks ago. He drinks two to five beers at social events and previously smoked a pack of cigarettes every day, but stopped six months ago. Her mother and sister have hypothyroidism. No abnormalities are seen on physical examination. Which of the following is most likely to confirm the diagnosis?
A. Screening neuroimaging
B. Detailed psychosocial assessment
C. Therapeutic trials with nicotine gum
D. Evaluation of thyroid hormone
E. Consecutive measurements of gonadotropin levels
F. Maintenance of a monthly diary",1.52
US-00399,gpt-oss:120b,"A 10-year-old girl has been brought to the emergency department with lower abdominal pain for the past 12 hours. The pain progresses slowly and occasionally diarrhea has occurred. He vomited twice. Her mother is suffering from Crohn's disease. Temperature 38.1 ° C (100.6 ° F), pulse 95 / min, respiration 20 / min, and blood pressure 110/70 mm Hg. The abdomen is soft, with light tactile sensations in the right lower quadrant, but no rebound or guarding. The bowel sounds are normal. Hemoglobin is 13.0 g / dL, white blood cell count is 12,800 / mm3, and platelet count is 345,000 / mm3. Urine dipstick is negative in nitrites and leukocytoestrogens. In urinalysis, there are 3 white blood cells and no red blood cells per hi-field. What would be the best next management among the following?
A. Abdomen ultrasound
B. Colonoscopy
C. CT scan of the abdomen
D. X-ray of the Abdomen
E. Emergency laparoscopy
F. MRI of the Abdomen",1.7
US-00400,gpt-oss:120b,"A 12-year-old girl is brought to the doctor for follow-up tests. He was diagnosed with asthma two months ago and started treatment with albuterol inhalers as needed. Since then, he has been experiencing periodic chest tightness and coughing 2-3 times a week. The cough is irregular and unproductive; it increases at night. Otherwise, he has no health problems and does not take any other medications. His vital signs are within normal limits. Pulmonary examination shows mild expiratory wheezing in all lung fields. Spirometry shows an FEV1: FVC ratio of 81% and an FEV1 of 80% of the predicted value; after administration of low-efficacy bronchodilators, FEV1 increases to 93% of the predicted value. Treatment is initiated with low-dose inhaled beclomethasone. Which of the following side effects is the patient most at risk for?
A. Eckelike blisters
B. Oropharyngeal candidiasis (fungal infection of the mouth)
C. Bradycardia (slow heartbeat)
D. high-pitched voice
E. Blue spots due to easy bleeding / bruising
F. Hypoglycemia (low blood glucose)",1.91
US-00401,gpt-oss:120b,"An epidemiologist is evaluating the effectiveness of noxbinol in preventing HCC death at the population level. He examined the survival data shown in Noxbinol advertisements and wanted to know how helpful Noxbinol might be for an individual HCC patient. Based on data from drug advertising, how many patients need to be treated with noxabinol 100 mg to prevent an average HCC death?
A. 73
B. 50
C. 20
D. 100
E. 10
F. 0. 1",0.9
US-00402,gpt-oss:120b,"Just after completing a right complete knee replacement operation, a 69-year-old woman is experiencing severe abdominal pain, anemic vomiting, and confusion. He has a history of Hashimoto's thyroiditis that is well controlled with levothyroxine and hyperlipidemia controlled by diet. He underwent surgery to remove the bunion from his right leg 10 years ago. It has a temperature of 39 ° C (102.2 ° F), a pulse of 120 / min, and a blood pressure 60/30 mm Hg. Abdominal examination shows a broadly sensitive abdomen, with normal bowel sounds. He is confused and known by person but does not know the place or time. Laboratory results are awaited. Which of the following is the best next step in the management of this patient?
A. High-dose hydrocortisone
B. CT scan of the non-contrast head
C. Intervenous hypotonic saline infusion
D. exploratory laparotomy
E. CT angiogram of the abdomen",1.26
